tag_name,address
,R<Int32[2]>224
,R<Int32>210
,R<Int16>203
,R<Int32>222
,R<String2>69
,R<String8>83
,R<Int32>211
,R<Int16>226
,R<String10>78
,R<String2>200
,R<Int16>218
,R<Int16>227
,R<Int32>221
,R<Int16>207
,R<Int16>215
,R<Int16>206
,R<Int16>41
,R<Int16>216
,R<String4>201
,R<String6>87
,R<Int32>209
,R<String10>59
,R<Int32>223
,R<Int32>205
,R<Int16>213
,R<Int16>219
,R<Int32>204
,R<Int32>212
,R<Int16>214
,R<Int16>1
,R<Int16>208
,R<Int16>217
,R<Int16>40
,R<Int32>220
,R<Int16>5
