tag_name,address
PHS_PLC_Heartbeat,R<Int16>1
PLC_PHS_Heartbeat,R<Int16>0
KaishiCVA_Running,R<Int16[13]>50
KaishiCVB_Running,R<Int16[14]>50
KaishiCVC_Running,R<Int16[15]>50
