Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"EVAC_2.OPERATOR_FINISH_TIME_C","E01:06459",BCD,1,RO,100,,,,,,,,,,"EVAC_2.OPERATOR_FINISH_TIME",
"EVAC_2.OPERATOR_FINISH_TIME_D","E01:06460",BCD,1,RO,100,,,,,,,,,,"EVAC_2.OPERATOR_FINISH_TIME",
"EVAC_2.OPERATOR_STATUS","E01:06446",Word,1,RO,100,,,,,,,,,,"EVAC_2.OPERATOR_STATUS",
"EVAC_2.OPERATOR_STATUS_TIME_A","E01:06447",BCD,1,RO,100,,,,,,,,,,"EVAC_2.OPERATOR_STATUS_TIME",
"EVAC_2.OPERATOR_STATUS_TIME_B","E01:06448",BCD,1,RO,100,,,,,,,,,,"EVAC_2.OPERATOR_STATUS_TIME",
"EVAC_2.OPERATOR_STATUS_TIME_C","E01:06449",BCD,1,RO,100,,,,,,,,,,"EVAC_2.OPERATOR_STATUS_TIME",
"EVAC_2.OPERATOR_STATUS_TIME_D","E01:06450",BCD,1,RO,100,,,,,,,,,,"EVAC_2.OPERATOR_STATUS_TIME",
"EVAC_2.PHS_OK","E01:06401",Word,1,R/W,10,,,,,,,,,,"EVAC_2.PHS_OK",
"EVAC_2.PUMP_PRESSURE_IN_STARTING_TIME","E01:06529",Word,1,RO,10,,,,,,,,,,"EVAC_2.PUMP_PRESSURE_IN_STARTING_TIME",
"EVAC_2.REACHED_PRESSURE","E01:06527",Word,1,RO,10,,,,,,,,,,"EVAC_2.REACHED_PRESSURE",
"EVAC_2.REPEATED_COUNTS","E01:06525",Word,1,RO,10,,,,,,,,,,"EVAC_2.REPEATED_COUNTS",
"EVAC_2.REQUEST_TO_PHS","E01:06400",Word,1,R/W,10,,,,,,,,,,"EVAC_2.REQUEST_TO_PHS",
"EVAC_2.TIME_OF_VACUUM","E01:06526",Word,1,RO,10,,,,,,,,,,"EVAC_2.TIME_OF_VACUUM",
"EVAC_2.UNIT_DATA","E01:06500.50H",String,1,RO,10,,,,,,,,,,"EVAC_2.UNIT_DATA",
"EVAC_2.WORK_PIECE_ARRIVE","E01:06423",Word,1,RO,100,,,,,,,,,,"EVAC_2.WORK_PIECE_ARRIVE",
"EVAC_2.WORK_PIECE_ARRIVE_END_TIME_A","E01:06428",BCD,1,RO,100,,,,,,,,,,"EVAC_2.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_2.WORK_PIECE_ARRIVE_END_TIME_B","E01:06429",BCD,1,RO,100,,,,,,,,,,"EVAC_2.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_2.WORK_PIECE_ARRIVE_END_TIME_C","E01:06430",BCD,1,RO,100,,,,,,,,,,"EVAC_2.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_2.WORK_PIECE_ARRIVE_END_TIME_D","E01:06431",BCD,1,RO,100,,,,,,,,,,"EVAC_2.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_2.WORK_PIECE_ARRIVE_START_TIME_A","E01:06424",BCD,1,RO,100,,,,,,,,,,"EVAC_2.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_2.WORK_PIECE_ARRIVE_START_TIME_B","E01:06425",BCD,1,RO,100,,,,,,,,,,"EVAC_2.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_2.WORK_PIECE_ARRIVE_START_TIME_C","E01:06426",BCD,1,RO,100,,,,,,,,,,"EVAC_2.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_2.WORK_PIECE_ARRIVE_START_TIME_D","E01:06427",BCD,1,RO,100,,,,,,,,,,"EVAC_2.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_3.BALANCED_PRESSURE","E01:06928",Word,1,RO,10,,,,,,,,,,"EVAC_3.BALANCED_PRESSURE",
"EVAC_3.CYCLE_TIME","E01:06929",Word,1,RO,10,,,,,,,,,,"EVAC_3.CYCLE_TIME",
"EVAC_3.EMERGENCY_CALL","E01:06814",Word,1,RO,100,,,,,,,,,,"EVAC_3.EMERGENCY_CALL",
"EVAC_3.EMERGENCY_CALL_END_TIME_A","E01:06819",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EMERGENCY_CALL_END_TIME",
"EVAC_3.EMERGENCY_CALL_END_TIME_B","E01:06820",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EMERGENCY_CALL_END_TIME",
"EVAC_3.EMERGENCY_CALL_END_TIME_C","E01:06821",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EMERGENCY_CALL_END_TIME",
"EVAC_3.EMERGENCY_CALL_END_TIME_D","E01:06822",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EMERGENCY_CALL_END_TIME",
"EVAC_3.EMERGENCY_CALL_START_TIME_A","E01:06815",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EMERGENCY_CALL_START_TIME",
"EVAC_3.EMERGENCY_CALL_START_TIME_B","E01:06816",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EMERGENCY_CALL_START_TIME",
"EVAC_3.EMERGENCY_CALL_START_TIME_C","E01:06817",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EMERGENCY_CALL_START_TIME",
"EVAC_3.EMERGENCY_CALL_START_TIME_D","E01:06818",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EMERGENCY_CALL_START_TIME",
"EVAC_3.EQUIPMENT_CALL_A","E01:06802",Word,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL",
"EVAC_3.EQUIPMENT_CALL_B","E01:06803",Word,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL",
"EVAC_3.EQUIPMENT_CALL_C","E01:06804",Word,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL",
"EVAC_3.EQUIPMENT_CALL_D","E01:06805",Word,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL",
"EVAC_3.EQUIPMENT_CALL_END_TIME_A","E01:06810",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL_END_TIME",
"EVAC_3.EQUIPMENT_CALL_END_TIME_B","E01:06811",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL_END_TIME",
"EVAC_3.EQUIPMENT_CALL_END_TIME_C","E01:06812",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL_END_TIME",
"EVAC_3.EQUIPMENT_CALL_END_TIME_D","E01:06813",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL_END_TIME",
"EVAC_3.EQUIPMENT_CALL_START_TIME_A","E01:06806",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL_START_TIME",
"EVAC_3.EQUIPMENT_CALL_START_TIME_B","E01:06807",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL_START_TIME",
"EVAC_3.EQUIPMENT_CALL_START_TIME_C","E01:06808",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL_START_TIME",
"EVAC_3.EQUIPMENT_CALL_START_TIME_D","E01:06809",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_CALL_START_TIME",
"EVAC_3.EQUIPMENT_RUNNING","E01:06832",Word,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_RUNNING",
"EVAC_3.EQUIPMENT_RUNNING_END_TIME_A","E01:06837",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_RUNNING_END_TIME",
"EVAC_3.EQUIPMENT_RUNNING_END_TIME_B","E01:06838",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_RUNNING_END_TIME",
"EVAC_3.EQUIPMENT_RUNNING_END_TIME_C","E01:06839",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_RUNNING_END_TIME",
"EVAC_3.EQUIPMENT_RUNNING_END_TIME_D","E01:06840",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_RUNNING_END_TIME",
"EVAC_3.EQUIPMENT_RUNNING_START_TIME_A","E01:06833",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_RUNNING_START_TIME",
"EVAC_3.EQUIPMENT_RUNNING_START_TIME_B","E01:06834",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_RUNNING_START_TIME",
"EVAC_3.EQUIPMENT_RUNNING_START_TIME_C","E01:06835",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_RUNNING_START_TIME",
"EVAC_3.EQUIPMENT_RUNNING_START_TIME_D","E01:06836",BCD,1,RO,100,,,,,,,,,,"EVAC_3.EQUIPMENT_RUNNING_START_TIME",
"EVAC_3.MACHINE_FINISH","E01:06851",Word,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_FINISH",
"EVAC_3.MACHINE_FINISH_TIME_A","E01:06852",BCD,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_FINISH_TIME",
"EVAC_3.MACHINE_FINISH_TIME_B","E01:06853",BCD,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_FINISH_TIME",
"EVAC_3.MACHINE_FINISH_TIME_C","E01:06854",BCD,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_FINISH_TIME",
"EVAC_3.MACHINE_FINISH_TIME_D","E01:06855",BCD,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_FINISH_TIME",
"EVAC_3.MACHINE_STATUS","E01:06841",Word,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_STATUS",
"EVAC_3.MACHINE_STATUS_TIME_A","E01:06842",BCD,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_STATUS_TIME",
"EVAC_3.MACHINE_STATUS_TIME_B","E01:06843",BCD,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_STATUS_TIME",
"EVAC_3.MACHINE_STATUS_TIME_C","E01:06844",BCD,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_STATUS_TIME",
"EVAC_3.MACHINE_STATUS_TIME_D","E01:06845",BCD,1,RO,100,,,,,,,,,,"EVAC_3.MACHINE_STATUS_TIME",
"EVAC_3.OPERATOR_FINISH","E01:06856",Word,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_FINISH",
"EVAC_3.OPERATOR_FINISH_TIME_A","E01:06857",BCD,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_FINISH_TIME",
"EVAC_3.OPERATOR_FINISH_TIME_B","E01:06858",BCD,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_FINISH_TIME",
"EVAC_3.OPERATOR_FINISH_TIME_C","E01:06859",BCD,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_FINISH_TIME",
"EVAC_3.OPERATOR_FINISH_TIME_D","E01:06860",BCD,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_FINISH_TIME",
"EVAC_3.OPERATOR_STATUS","E01:06846",Word,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_STATUS",
"EVAC_3.OPERATOR_STATUS_TIME_A","E01:06847",BCD,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_STATUS_TIME",
"EVAC_3.OPERATOR_STATUS_TIME_B","E01:06848",BCD,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_STATUS_TIME",
"EVAC_3.OPERATOR_STATUS_TIME_C","E01:06849",BCD,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_STATUS_TIME",
"EVAC_3.OPERATOR_STATUS_TIME_D","E01:06850",BCD,1,RO,100,,,,,,,,,,"EVAC_3.OPERATOR_STATUS_TIME",
"EVAC_3.PHS_OK","E01:06801",Word,1,R/W,10,,,,,,,,,,"EVAC_3.PHS_OK",
"EVAC_3.PUMP_PRESSURE_IN_STARTING_TIME","E01:06929",Word,1,RO,10,,,,,,,,,,"EVAC_3.PUMP_PRESSURE_IN_STARTING_TIME",
"EVAC_3.REACHED_PRESSURE","E01:06927",Word,1,RO,10,,,,,,,,,,"EVAC_3.REACHED_PRESSURE",
"EVAC_3.REPEATED_COUNTS","E01:06925",Word,1,RO,10,,,,,,,,,,"EVAC_3.REPEATED_COUNTS",
"EVAC_3.REQUEST_TO_PHS","E01:06800",Word,1,R/W,10,,,,,,,,,,"EVAC_3.REQUEST_TO_PHS",
"EVAC_3.TIME_OF_VACUUM","E01:06926",Word,1,RO,10,,,,,,,,,,"EVAC_3.TIME_OF_VACUUM",
"EVAC_3.UNIT_DATA","E01:06900.50H",String,1,RO,10,,,,,,,,,,"EVAC_3.UNIT_DATA",
"EVAC_3.WORK_PIECE_ARRIVE","E01:06823",Word,1,RO,100,,,,,,,,,,"EVAC_3.WORK_PIECE_ARRIVE",
"EVAC_3.WORK_PIECE_ARRIVE_END_TIME_A","E01:06828",BCD,1,RO,100,,,,,,,,,,"EVAC_3.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_3.WORK_PIECE_ARRIVE_END_TIME_B","E01:06829",BCD,1,RO,100,,,,,,,,,,"EVAC_3.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_3.WORK_PIECE_ARRIVE_END_TIME_C","E01:06830",BCD,1,RO,100,,,,,,,,,,"EVAC_3.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_3.WORK_PIECE_ARRIVE_END_TIME_D","E01:06831",BCD,1,RO,100,,,,,,,,,,"EVAC_3.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_3.WORK_PIECE_ARRIVE_START_TIME_A","E01:06824",BCD,1,RO,100,,,,,,,,,,"EVAC_3.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_3.WORK_PIECE_ARRIVE_START_TIME_B","E01:06825",BCD,1,RO,100,,,,,,,,,,"EVAC_3.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_3.WORK_PIECE_ARRIVE_START_TIME_C","E01:06826",BCD,1,RO,100,,,,,,,,,,"EVAC_3.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_3.WORK_PIECE_ARRIVE_START_TIME_D","E01:06827",BCD,1,RO,100,,,,,,,,,,"EVAC_3.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_4.BALANCED_PRESSURE","E01:07328",Word,1,RO,10,,,,,,,,,,"EVAC_4.BALANCED_PRESSURE",
"EVAC_4.CYCLE_TIME","E01:07329",Word,1,RO,10,,,,,,,,,,"EVAC_4.CYCLE_TIME",
"EVAC_4.EMERGENCY_CALL","E01:07214",Word,1,RO,100,,,,,,,,,,"EVAC_4.EMERGENCY_CALL",
"EVAC_4.EMERGENCY_CALL_END_TIME_A","E01:07219",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EMERGENCY_CALL_END_TIME",
"EVAC_4.EMERGENCY_CALL_END_TIME_B","E01:07220",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EMERGENCY_CALL_END_TIME",
"EVAC_4.EMERGENCY_CALL_END_TIME_C","E01:07221",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EMERGENCY_CALL_END_TIME",
"EVAC_4.EMERGENCY_CALL_END_TIME_D","E01:07222",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EMERGENCY_CALL_END_TIME",
"EVAC_4.EMERGENCY_CALL_START_TIME_A","E01:07215",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EMERGENCY_CALL_START_TIME",
"EVAC_4.EMERGENCY_CALL_START_TIME_B","E01:07216",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EMERGENCY_CALL_START_TIME",
"EVAC_4.EMERGENCY_CALL_START_TIME_C","E01:07217",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EMERGENCY_CALL_START_TIME",
"EVAC_4.EMERGENCY_CALL_START_TIME_D","E01:07218",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EMERGENCY_CALL_START_TIME",
"EVAC_4.EQUIPMENT_CALL_A","E01:07202",Word,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL",
"EVAC_4.EQUIPMENT_CALL_B","E01:07203",Word,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL",
"EVAC_4.EQUIPMENT_CALL_C","E01:07204",Word,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL",
"EVAC_4.EQUIPMENT_CALL_D","E01:07205",Word,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL",
"EVAC_4.EQUIPMENT_CALL_END_TIME_A","E01:07210",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL_END_TIME",
"EVAC_4.EQUIPMENT_CALL_END_TIME_B","E01:07211",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL_END_TIME",
"EVAC_4.EQUIPMENT_CALL_END_TIME_C","E01:07212",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL_END_TIME",
"EVAC_4.EQUIPMENT_CALL_END_TIME_D","E01:07213",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL_END_TIME",
"EVAC_4.EQUIPMENT_CALL_START_TIME_A","E01:07206",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL_START_TIME",
"EVAC_4.EQUIPMENT_CALL_START_TIME_B","E01:07207",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL_START_TIME",
"EVAC_4.EQUIPMENT_CALL_START_TIME_C","E01:07208",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL_START_TIME",
"EVAC_4.EQUIPMENT_CALL_START_TIME_D","E01:07209",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_CALL_START_TIME",
"EVAC_4.EQUIPMENT_RUNNING","E01:07232",Word,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_RUNNING",
"EVAC_4.EQUIPMENT_RUNNING_END_TIME_A","E01:07237",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_RUNNING_END_TIME",
"EVAC_4.EQUIPMENT_RUNNING_END_TIME_B","E01:07238",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_RUNNING_END_TIME",
"EVAC_4.EQUIPMENT_RUNNING_END_TIME_C","E01:07239",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_RUNNING_END_TIME",
"EVAC_4.EQUIPMENT_RUNNING_END_TIME_D","E01:07240",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_RUNNING_END_TIME",
"EVAC_4.EQUIPMENT_RUNNING_START_TIME_A","E01:07233",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_RUNNING_START_TIME",
"EVAC_4.EQUIPMENT_RUNNING_START_TIME_B","E01:07234",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_RUNNING_START_TIME",
"EVAC_4.EQUIPMENT_RUNNING_START_TIME_C","E01:07235",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_RUNNING_START_TIME",
"EVAC_4.EQUIPMENT_RUNNING_START_TIME_D","E01:07236",BCD,1,RO,100,,,,,,,,,,"EVAC_4.EQUIPMENT_RUNNING_START_TIME",
"EVAC_4.MACHINE_FINISH","E01:07251",Word,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_FINISH",
"EVAC_4.MACHINE_FINISH_TIME_A","E01:07252",BCD,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_FINISH_TIME",
"EVAC_4.MACHINE_FINISH_TIME_B","E01:07253",BCD,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_FINISH_TIME",
"EVAC_4.MACHINE_FINISH_TIME_C","E01:07254",BCD,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_FINISH_TIME",
"EVAC_4.MACHINE_FINISH_TIME_D","E01:07255",BCD,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_FINISH_TIME",
"EVAC_4.MACHINE_STATUS","E01:07241",Word,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_STATUS",
"EVAC_4.MACHINE_STATUS_TIME_A","E01:07242",BCD,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_STATUS_TIME",
"EVAC_4.MACHINE_STATUS_TIME_B","E01:07243",BCD,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_STATUS_TIME",
"EVAC_4.MACHINE_STATUS_TIME_C","E01:07244",BCD,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_STATUS_TIME",
"EVAC_4.MACHINE_STATUS_TIME_D","E01:07245",BCD,1,RO,100,,,,,,,,,,"EVAC_4.MACHINE_STATUS_TIME",
"EVAC_4.OPERATOR_FINISH","E01:07256",Word,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_FINISH",
"EVAC_4.OPERATOR_FINISH_TIME_A","E01:07257",BCD,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_FINISH_TIME",
"EVAC_4.OPERATOR_FINISH_TIME_B","E01:07258",BCD,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_FINISH_TIME",
"EVAC_4.OPERATOR_FINISH_TIME_C","E01:07259",BCD,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_FINISH_TIME",
"EVAC_4.OPERATOR_FINISH_TIME_D","E01:07260",BCD,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_FINISH_TIME",
"EVAC_4.OPERATOR_STATUS","E01:07246",Word,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_STATUS",
"EVAC_4.OPERATOR_STATUS_TIME_A","E01:07247",BCD,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_STATUS_TIME",
"EVAC_4.OPERATOR_STATUS_TIME_B","E01:07248",BCD,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_STATUS_TIME",
"EVAC_4.OPERATOR_STATUS_TIME_C","E01:07249",BCD,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_STATUS_TIME",
"EVAC_4.OPERATOR_STATUS_TIME_D","E01:07250",BCD,1,RO,100,,,,,,,,,,"EVAC_4.OPERATOR_STATUS_TIME",
"EVAC_4.PHS_OK","E01:07201",Word,1,R/W,10,,,,,,,,,,"EVAC_4.PHS_OK",
"EVAC_4.PUMP_PRESSURE_IN_STARTING_TIME","E01:07329",Word,1,RO,10,,,,,,,,,,"EVAC_4.PUMP_PRESSURE_IN_STARTING_TIME",
"EVAC_4.REACHED_PRESSURE","E01:07327",Word,1,RO,10,,,,,,,,,,"EVAC_4.REACHED_PRESSURE",
"EVAC_4.REPEATED_COUNTS","E01:07325",Word,1,RO,10,,,,,,,,,,"EVAC_4.REPEATED_COUNTS",
"EVAC_4.REQUEST_TO_PHS","E01:07200",Word,1,R/W,10,,,,,,,,,,"EVAC_4.REQUEST_TO_PHS",
"EVAC_4.TIME_OF_VACUUM","E01:07326",Word,1,RO,10,,,,,,,,,,"EVAC_4.TIME_OF_VACUUM",
"EVAC_4.UNIT_DATA","E01:07300.50H",String,1,RO,10,,,,,,,,,,"EVAC_4.UNIT_DATA",
"EVAC_4.WORK_PIECE_ARRIVE","E01:07223",Word,1,RO,100,,,,,,,,,,"EVAC_4.WORK_PIECE_ARRIVE",
"EVAC_4.WORK_PIECE_ARRIVE_END_TIME_A","E01:07228",BCD,1,RO,100,,,,,,,,,,"EVAC_4.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_4.WORK_PIECE_ARRIVE_END_TIME_B","E01:07229",BCD,1,RO,100,,,,,,,,,,"EVAC_4.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_4.WORK_PIECE_ARRIVE_END_TIME_C","E01:07230",BCD,1,RO,100,,,,,,,,,,"EVAC_4.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_4.WORK_PIECE_ARRIVE_END_TIME_D","E01:07231",BCD,1,RO,100,,,,,,,,,,"EVAC_4.WORK_PIECE_ARRIVE_END_TIME",
"EVAC_4.WORK_PIECE_ARRIVE_START_TIME_A","E01:07224",BCD,1,RO,100,,,,,,,,,,"EVAC_4.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_4.WORK_PIECE_ARRIVE_START_TIME_B","E01:07225",BCD,1,RO,100,,,,,,,,,,"EVAC_4.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_4.WORK_PIECE_ARRIVE_START_TIME_C","E01:07226",BCD,1,RO,100,,,,,,,,,,"EVAC_4.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_4.WORK_PIECE_ARRIVE_START_TIME_D","E01:07227",BCD,1,RO,100,,,,,,,,,,"EVAC_4.WORK_PIECE_ARRIVE_START_TIME",
"EVAC_5.BALANCED_PRESSURE","E01:07728",Word,1,RO,10,,,,,,,,,,"EVAC_5.BALANCED_PRESSURE",
"EVAC_5.CYCLE_TIME","E01:07729",Word,1,RO,10,,,,,,,,,,"EVAC_5.CYCLE_TIME",
"EVAC_5.EMERGENCY_CALL","E01:07614",Word,1,RO,100,,,,,,,,,,"EVAC_5.EMERGENCY_CALL",
"EVAC_5.EMERGENCY_CALL_END_TIME_A","E01:07619",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EMERGENCY_CALL_END_TIME",
"EVAC_5.EMERGENCY_CALL_END_TIME_B","E01:07620",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EMERGENCY_CALL_END_TIME",
"EVAC_5.EMERGENCY_CALL_END_TIME_C","E01:07621",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EMERGENCY_CALL_END_TIME",
"EVAC_5.EMERGENCY_CALL_END_TIME_D","E01:07622",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EMERGENCY_CALL_END_TIME",
"EVAC_5.EMERGENCY_CALL_START_TIME_A","E01:07615",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EMERGENCY_CALL_START_TIME",
"EVAC_5.EMERGENCY_CALL_START_TIME_B","E01:07616",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EMERGENCY_CALL_START_TIME",
"EVAC_5.EMERGENCY_CALL_START_TIME_C","E01:07617",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EMERGENCY_CALL_START_TIME",
"EVAC_5.EMERGENCY_CALL_START_TIME_D","E01:07618",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EMERGENCY_CALL_START_TIME",
"EVAC_5.EQUIPMENT_CALL_A","E01:07602",Word,1,RO,100,,,,,,,,,,"EVAC_5.EQUIPMENT_CALL",
"EVAC_5.EQUIPMENT_CALL_B","E01:07603",Word,1,RO,100,,,,,,,,,,"EVAC_5.EQUIPMENT_CALL",
"EVAC_5.EQUIPMENT_CALL_C","E01:07604",Word,1,RO,100,,,,,,,,,,"EVAC_5.EQUIPMENT_CALL",
"EVAC_5.EQUIPMENT_CALL_D","E01:07605",Word,1,RO,100,,,,,,,,,,"EVAC_5.EQUIPMENT_CALL",
"EVAC_5.EQUIPMENT_CALL_END_TIME_A","E01:07610",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EQUIPMENT_CALL_END_TIME",
"EVAC_5.EQUIPMENT_CALL_END_TIME_B","E01:07611",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EQUIPMENT_CALL_END_TIME",
"EVAC_5.EQUIPMENT_CALL_END_TIME_C","E01:07612",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EQUIPMENT_CALL_END_TIME",
"EVAC_5.EQUIPMENT_CALL_END_TIME_D","E01:07613",BCD,1,RO,100,,,,,,,,,,"EVAC_5.EQUIPMENT_CALL_END_TIME",
